 a		phi		phidot		fde
    0.409188E-06    0.155000E+00   -0.982195-140    0.240642-141
    0.410509E-06    0.155000E+00   -0.991754-140    0.243765-141
    0.411835E-06    0.155000E+00   -0.100141-139    0.246928-141
    0.413165E-06    0.155000E+00   -0.101115-139    0.250132-141
    0.414499E-06    0.155000E+00   -0.102099-139    0.253378-141
    0.415838E-06    0.155000E+00   -0.103093-139    0.256666-141
    0.417181E-06    0.155000E+00   -0.104096-139    0.259996-141
    0.418528E-06    0.155000E+00   -0.105109-139    0.263370-141
    0.419879E-06    0.155000E+00   -0.106131-139    0.266788-141
    0.421235E-06    0.155000E+00   -0.107164-139    0.270250-141
    0.422596E-06    0.155000E+00   -0.108207-139    0.273756-141
    0.423961E-06    0.155000E+00   -0.109260-139    0.277309-141
    0.425330E-06    0.155000E+00   -0.110323-139    0.280907-141
    0.426703E-06    0.155000E+00   -0.111396-139    0.284552-141
    0.428081E-06    0.155000E+00   -0.112480-139    0.288245-141
    0.429464E-06    0.155000E+00   -0.113574-139    0.291985-141
    0.430851E-06    0.155000E+00   -0.114679-139    0.295774-141
    0.432242E-06    0.155000E+00   -0.115795-139    0.299612-141
    0.433638E-06    0.155000E+00   -0.116921-139    0.303499-141
    0.435039E-06    0.155000E+00   -0.118059-139    0.307438-141
    0.436443E-06    0.155000E+00   -0.119207-139    0.311427-141
    0.437853E-06    0.155000E+00   -0.120367-139    0.315468-141
    0.439267E-06    0.155000E+00   -0.121538-139    0.319561-141
    0.440686E-06    0.155000E+00   -0.122720-139    0.323708-141
    0.442109E-06    0.155000E+00   -0.123914-139    0.327908-141
    0.443537E-06    0.155000E+00   -0.125119-139    0.332163-141
    0.444969E-06    0.155000E+00   -0.126336-139    0.336474-141
    0.446406E-06    0.155000E+00   -0.127565-139    0.340840-141
    0.447848E-06    0.155000E+00   -0.128806-139    0.345262-141
    0.449294E-06    0.155000E+00   -0.130059-139    0.349742-141
    0.450745E-06    0.155000E+00   -0.131324-139    0.354281-141
    0.452201E-06    0.155000E+00   -0.132601-139    0.358878-141
    0.453661E-06    0.155000E+00   -0.133891-139    0.363534-141
    0.455126E-06    0.155000E+00   -0.135193-139    0.368252-141
    0.456596E-06    0.155000E+00   -0.136508-139    0.373030-141
    0.458070E-06    0.155000E+00   -0.137836-139    0.377870-141
    0.459550E-06    0.155000E+00   -0.139176-139    0.382773-141
    0.461034E-06    0.155000E+00   -0.140530-139    0.387740-141
    0.462523E-06    0.155000E+00   -0.141897-139    0.392771-141
    0.464016E-06    0.155000E+00   -0.143277-139    0.397868-141
    0.465515E-06    0.155000E+00   -0.144670-139    0.403031-141
    0.467018E-06    0.155000E+00   -0.146077-139    0.408260-141
    0.468526E-06    0.155000E+00   -0.147498-139    0.413558-141
    0.470040E-06    0.155000E+00   -0.148932-139    0.418924-141
    0.471558E-06    0.155000E+00   -0.150380-139    0.424360-141
    0.473080E-06    0.155000E+00   -0.151843-139    0.429866-141
    0.474608E-06    0.155000E+00   -0.153319-139    0.435444-141
    0.476141E-06    0.155000E+00   -0.154810-139    0.441094-141
    0.477679E-06    0.155000E+00   -0.156316-139    0.446817-141
    0.479221E-06    0.155000E+00   -0.157836-139    0.452615-141
    0.480769E-06    0.155000E+00   -0.159370-139    0.458488-141
    0.482322E-06    0.155000E+00   -0.160920-139    0.464437-141
    0.483879E-06    0.155000E+00   -0.162485-139    0.470463-141
    0.485442E-06    0.155000E+00   -0.164065-139    0.476568-141
    0.487010E-06    0.155000E+00   -0.165660-139    0.482751-141
    0.488582E-06    0.155000E+00   -0.167271-139    0.489015-141
    0.490160E-06    0.155000E+00   -0.168897-139    0.495361-141
    0.491743E-06    0.155000E+00   -0.170540-139    0.501788-141
    0.493331E-06    0.155000E+00   -0.172198-139    0.508299-141
    0.494924E-06    0.155000E+00   -0.173872-139    0.514894-141
    0.496523E-06    0.155000E+00   -0.175563-139    0.521575-141
    0.498126E-06    0.155000E+00   -0.177270-139    0.528343-141
    0.499735E-06    0.155000E+00   -0.178993-139    0.535198-141
    0.501349E-06    0.155000E+00   -0.180734-139    0.542143-141
    0.502968E-06    0.155000E+00   -0.182491-139    0.549177-141
    0.504592E-06    0.155000E+00   -0.184265-139    0.556303-141
    0.506222E-06    0.155000E+00   -0.186057-139    0.563521-141
    0.507857E-06    0.155000E+00   -0.187865-139    0.570833-141
    0.509497E-06    0.155000E+00   -0.189692-139    0.578240-141
    0.511142E-06    0.155000E+00   -0.191536-139    0.585743-141
    0.512793E-06    0.155000E+00   -0.193398-139    0.593343-141
    0.514449E-06    0.155000E+00   -0.195279-139    0.601041-141
    0.516110E-06    0.155000E+00   -0.197177-139    0.608840-141
    0.517777E-06    0.155000E+00   -0.199094-139    0.616740-141
    0.519449E-06    0.155000E+00   -0.201030-139    0.624742-141
    0.521127E-06    0.155000E+00   -0.202984-139    0.632848-141
    0.522810E-06    0.155000E+00   -0.204957-139    0.641059-141
    0.524498E-06    0.155000E+00   -0.206950-139    0.649377-141
    0.526192E-06    0.155000E+00   -0.208962-139    0.657803-141
    0.527891E-06    0.155000E+00   -0.210993-139    0.666338-141
    0.529596E-06    0.155000E+00   -0.213044-139    0.674984-141
    0.531306E-06    0.155000E+00   -0.215115-139    0.683742-141
    0.533022E-06    0.155000E+00   -0.217206-139    0.692613-141
    0.534744E-06    0.155000E+00   -0.219318-139    0.701600-141
    0.536471E-06    0.155000E+00   -0.221450-139    0.710703-141
    0.538203E-06    0.155000E+00   -0.223603-139    0.719924-141
    0.539941E-06    0.155000E+00   -0.225776-139    0.729265-141
    0.541685E-06    0.155000E+00   -0.227971-139    0.738728-141
    0.543434E-06    0.155000E+00   -0.230187-139    0.748313-141
    0.545189E-06    0.155000E+00   -0.232425-139    0.758022-141
    0.546950E-06    0.155000E+00   -0.234684-139    0.767857-141
    0.548716E-06    0.155000E+00   -0.236965-139    0.777820-141
    0.550488E-06    0.155000E+00   -0.239269-139    0.787912-141
    0.552266E-06    0.155000E+00   -0.241594-139    0.798135-141
    0.554050E-06    0.155000E+00   -0.243943-139    0.808490-141
    0.555839E-06    0.155000E+00   -0.246314-139    0.818980-141
    0.557634E-06    0.155000E+00   -0.248708-139    0.829607-141
    0.559435E-06    0.155000E+00   -0.251126-139    0.840370-141
    0.561242E-06    0.155000E+00   -0.253567-139    0.851274-141
    0.563054E-06    0.155000E+00   -0.256032-139    0.862319-141
    0.564872E-06    0.155000E+00   -0.258520-139    0.873507-141
    0.566697E-06    0.155000E+00   -0.261033-139    0.884841-141
    0.568527E-06    0.155000E+00   -0.263570-139    0.896321-141
    0.570363E-06    0.155000E+00   -0.266132-139    0.907951-141
    0.572205E-06    0.155000E+00   -0.268719-139    0.919731-141
    0.574053E-06    0.155000E+00   -0.271331-139    0.931664-141
    0.575907E-06    0.155000E+00   -0.273968-139    0.943752-141
    0.577766E-06    0.155000E+00   -0.276631-139    0.955997-141
    0.579632E-06    0.155000E+00   -0.279320-139    0.968400-141
    0.581504E-06    0.155000E+00   -0.282035-139    0.980965-141
    0.583382E-06    0.155000E+00   -0.284776-139    0.993692-141
    0.585266E-06    0.155000E+00   -0.287544-139    0.100658-140
    0.587156E-06    0.155000E+00   -0.290339-139    0.101964-140
    0.589053E-06    0.155000E+00   -0.293161-139    0.103287-140
    0.590955E-06    0.155000E+00   -0.296010-139    0.104627-140
    0.592863E-06    0.155000E+00   -0.298887-139    0.105985-140
    0.594778E-06    0.155000E+00   -0.301792-139    0.107360-140
    0.596699E-06    0.155000E+00   -0.304725-139    0.108753-140
    0.598626E-06    0.155000E+00   -0.307687-139    0.110164-140
    0.600559E-06    0.155000E+00   -0.310677-139    0.111593-140
    0.602499E-06    0.155000E+00   -0.313697-139    0.113041-140
    0.604444E-06    0.155000E+00   -0.316746-139    0.114508-140
    0.606396E-06    0.155000E+00   -0.319824-139    0.115993-140
    0.608355E-06    0.155000E+00   -0.322933-139    0.117498-140
    0.610319E-06    0.155000E+00   -0.326071-139    0.119023-140
    0.612290E-06    0.155000E+00   -0.329240-139    0.120567-140
    0.614268E-06    0.155000E+00   -0.332440-139    0.122131-140
    0.616251E-06    0.155000E+00   -0.335671-139    0.123716-140
    0.618242E-06    0.155000E+00   -0.338934-139    0.125321-140
    0.620238E-06    0.155000E+00   -0.342228-139    0.126947-140
    0.622241E-06    0.155000E+00   -0.345554-139    0.128594-140
    0.624251E-06    0.155000E+00   -0.348912-139    0.130262-140
    0.626267E-06    0.155000E+00   -0.352303-139    0.131952-140
    0.628289E-06    0.155000E+00   -0.355727-139    0.133664-140
    0.630318E-06    0.155000E+00   -0.359184-139    0.135398-140
    0.632354E-06    0.155000E+00   -0.362675-139    0.137155-140
    0.634396E-06    0.155000E+00   -0.366199-139    0.138934-140
    0.636445E-06    0.155000E+00   -0.369758-139    0.140737-140
    0.638500E-06    0.155000E+00   -0.373352-139    0.142563-140
    0.640562E-06    0.155000E+00   -0.376980-139    0.144412-140
    0.642631E-06    0.155000E+00   -0.380644-139    0.146286-140
    0.644706E-06    0.155000E+00   -0.384343-139    0.148184-140
    0.646788E-06    0.155000E+00   -0.388078-139    0.150106-140
    0.648877E-06    0.155000E+00   -0.391850-139    0.152054-140
    0.650973E-06    0.155000E+00   -0.395658-139    0.154027-140
    0.653075E-06    0.155000E+00   -0.399503-139    0.156025-140
    0.655184E-06    0.155000E+00   -0.403386-139    0.158049-140
    0.657300E-06    0.155000E+00   -0.407306-139    0.160100-140
    0.659423E-06    0.155000E+00   -0.411264-139    0.162177-140
    0.661552E-06    0.155000E+00   -0.415261-139    0.164281-140
    0.663689E-06    0.155000E+00   -0.419296-139    0.166412-140
    0.665832E-06    0.155000E+00   -0.423371-139    0.168571-140
    0.667982E-06    0.155000E+00   -0.427485-139    0.170758-140
    0.670140E-06    0.155000E+00   -0.431640-139    0.172973-140
    0.672304E-06    0.155000E+00   -0.435834-139    0.175217-140
    0.674475E-06    0.155000E+00   -0.440070-139    0.177491-140
    0.676653E-06    0.155000E+00   -0.444346-139    0.179793-140
    0.678838E-06    0.155000E+00   -0.448664-139    0.182126-140
    0.681031E-06    0.155000E+00   -0.453025-139    0.184489-140
    0.683230E-06    0.155000E+00   -0.457427-139    0.186882-140
    0.685436E-06    0.155000E+00   -0.461872-139    0.189307-140
    0.687650E-06    0.155000E+00   -0.466361-139    0.191762-140
    0.689871E-06    0.155000E+00   -0.470892-139    0.194250-140
    0.692099E-06    0.155000E+00   -0.475469-139    0.196770-140
    0.694334E-06    0.155000E+00   -0.480089-139    0.199323-140
    0.696576E-06    0.155000E+00   -0.484754-139    0.201909-140
    0.698826E-06    0.155000E+00   -0.489465-139    0.204528-140
    0.701083E-06    0.155000E+00   -0.494221-139    0.207182-140
    0.703347E-06    0.155000E+00   -0.499024-139    0.209870-140
    0.705618E-06    0.155000E+00   -0.503873-139    0.212592-140
    0.707897E-06    0.155000E+00   -0.508770-139    0.215350-140
    0.710183E-06    0.155000E+00   -0.513714-139    0.218144-140
    0.712477E-06    0.155000E+00   -0.518706-139    0.220974-140
    0.714777E-06    0.155000E+00   -0.523746-139    0.223841-140
    0.717086E-06    0.155000E+00   -0.528836-139    0.226745-140
    0.719402E-06    0.155000E+00   -0.533975-139    0.229686-140
    0.721725E-06    0.155000E+00   -0.539164-139    0.232666-140
    0.724056E-06    0.155000E+00   -0.544403-139    0.235684-140
    0.726394E-06    0.155000E+00   -0.549693-139    0.238742-140
    0.728740E-06    0.155000E+00   -0.555035-139    0.241839-140
    0.731093E-06    0.155000E+00   -0.560428-139    0.244976-140
    0.733454E-06    0.155000E+00   -0.565874-139    0.248155-140
    0.735823E-06    0.155000E+00   -0.571373-139    0.251374-140
    0.738199E-06    0.155000E+00   -0.576925-139    0.254635-140
    0.740583E-06    0.155000E+00   -0.582531-139    0.257938-140
    0.742975E-06    0.155000E+00   -0.588192-139    0.261284-140
    0.745374E-06    0.155000E+00   -0.593907-139    0.264674-140
    0.747782E-06    0.155000E+00   -0.599678-139    0.268107-140
    0.750197E-06    0.155000E+00   -0.605505-139    0.271586-140
    0.752619E-06    0.155000E+00   -0.611389-139    0.275109-140
    0.755050E-06    0.155000E+00   -0.617330-139    0.278678-140
    0.757488E-06    0.155000E+00   -0.623329-139    0.282293-140
    0.759934E-06    0.155000E+00   -0.629386-139    0.285955-140
    0.762389E-06    0.155000E+00   -0.635502-139    0.289665-140
    0.764851E-06    0.155000E+00   -0.641677-139    0.293422-140
    0.767321E-06    0.155000E+00   -0.647912-139    0.297229-140
    0.769799E-06    0.155000E+00   -0.654208-139    0.301084-140
    0.772285E-06    0.155000E+00   -0.660565-139    0.304990-140
    0.774779E-06    0.155000E+00   -0.666983-139    0.308947-140
    0.777281E-06    0.155000E+00   -0.673464-139    0.312955-140
    0.779791E-06    0.155000E+00   -0.680008-139    0.317014-140
    0.782310E-06    0.155000E+00   -0.686616-139    0.321127-140
    0.784836E-06    0.155000E+00   -0.693288-139    0.325293-140
    0.787371E-06    0.155000E+00   -0.700024-139    0.329512-140
    0.789913E-06    0.155000E+00   -0.706826-139    0.333787-140
    0.792464E-06    0.155000E+00   -0.713694-139    0.338117-140
    0.795024E-06    0.155000E+00   -0.720629-139    0.342503-140
    0.797591E-06    0.155000E+00   -0.727631-139    0.346946-140
    0.800167E-06    0.155000E+00   -0.734701-139    0.351447-140
    0.802751E-06    0.155000E+00   -0.741840-139    0.356006-140
    0.805344E-06    0.155000E+00   -0.749049-139    0.360624-140
    0.807944E-06    0.155000E+00   -0.756327-139    0.365302-140
    0.810554E-06    0.155000E+00   -0.763676-139    0.370041-140
    0.813171E-06    0.155000E+00   -0.771096-139    0.374841-140
    0.815797E-06    0.155000E+00   -0.778589-139    0.379703-140
    0.818432E-06    0.155000E+00   -0.786154-139    0.384629-140
    0.821075E-06    0.155000E+00   -0.793793-139    0.389618-140
    0.823727E-06    0.155000E+00   -0.801506-139    0.394672-140
    0.826387E-06    0.155000E+00   -0.809293-139    0.399792-140
    0.829056E-06    0.155000E+00   -0.817157-139    0.404978-140
    0.831733E-06    0.155000E+00   -0.825097-139    0.410231-140
    0.834419E-06    0.155000E+00   -0.833114-139    0.415553-140
    0.837114E-06    0.155000E+00   -0.841209-139    0.420943-140
    0.839817E-06    0.155000E+00   -0.849383-139    0.426404-140
    0.842530E-06    0.155000E+00   -0.857635-139    0.431935-140
    0.845250E-06    0.155000E+00   -0.865969-139    0.437538-140
    0.847980E-06    0.155000E+00   -0.874383-139    0.443214-140
    0.850719E-06    0.155000E+00   -0.882879-139    0.448963-140
    0.853466E-06    0.155000E+00   -0.891457-139    0.454787-140
    0.856222E-06    0.155000E+00   -0.900119-139    0.460686-140
    0.858987E-06    0.155000E+00   -0.908865-139    0.466662-140
    0.861761E-06    0.155000E+00   -0.917695-139    0.472715-140
    0.864545E-06    0.155000E+00   -0.926612-139    0.478847-140
    0.867337E-06    0.155000E+00   -0.935615-139    0.485058-140
    0.870138E-06    0.155000E+00   -0.944706-139    0.491350-140
    0.872948E-06    0.155000E+00   -0.953885-139    0.497724-140
    0.875767E-06    0.155000E+00   -0.963153-139    0.504180-140
    0.878595E-06    0.155000E+00   -0.972511-139    0.510720-140
    0.881432E-06    0.155000E+00   -0.981960-139    0.517344-140
    0.884279E-06    0.155000E+00   -0.991501-139    0.524055-140
    0.887135E-06    0.155000E+00   -0.100113-138    0.530853-140
    0.890000E-06    0.155000E+00   -0.101086-138    0.537739-140
    0.892874E-06    0.155000E+00   -0.102068-138    0.544714-140
    0.895757E-06    0.155000E+00   -0.103060-138    0.551779-140
    0.898650E-06    0.155000E+00   -0.104061-138    0.558937-140
    0.901552E-06    0.155000E+00   -0.105072-138    0.566187-140
    0.904464E-06    0.155000E+00   -0.106093-138    0.573531-140
    0.907385E-06    0.155000E+00   -0.107124-138    0.580970-140
    0.910315E-06    0.155000E+00   -0.108165-138    0.588506-140
    0.913255E-06    0.155000E+00   -0.109216-138    0.596139-140
    0.916204E-06    0.155000E+00   -0.110277-138    0.603872-140
    0.919163E-06    0.155000E+00   -0.111349-138    0.611705-140
    0.922132E-06    0.155000E+00   -0.112430-138    0.619639-140
    0.925110E-06    0.155000E+00   -0.113523-138    0.627676-140
    0.928097E-06    0.155000E+00   -0.114626-138    0.635818-140
    0.931095E-06    0.155000E+00   -0.115739-138    0.644065-140
