#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
  1214   0.958279E+03   0.129915E+02   0.776170E-06   0.129915E+02   0.211131E+02  -0.217596E-06   0.776170E-06  -0.217596E-06   0.405672E-08
  1215   0.953231E+03   0.129673E+02   0.785317E-06   0.129673E+02   0.213363E+02  -0.221130E-06   0.785317E-06  -0.221130E-06   0.404988E-08
  1216   0.948186E+03   0.129235E+02   0.794277E-06   0.129235E+02   0.215597E+02  -0.224627E-06   0.794277E-06  -0.224627E-06   0.404306E-08
  1217   0.943160E+03   0.128600E+02   0.803041E-06   0.128600E+02   0.217834E+02  -0.228087E-06   0.803041E-06  -0.228087E-06   0.403625E-08
  1218   0.938152E+03   0.127770E+02   0.811602E-06   0.127770E+02   0.220071E+02  -0.231508E-06   0.811602E-06  -0.231508E-06   0.402946E-08
  1219   0.933163E+03   0.126745E+02   0.819953E-06   0.126745E+02   0.222307E+02  -0.234890E-06   0.819953E-06  -0.234890E-06   0.402268E-08
  1220   0.928185E+03   0.125526E+02   0.828085E-06   0.125526E+02   0.224542E+02  -0.238233E-06   0.828085E-06  -0.238233E-06   0.401592E-08
  1221   0.923239E+03   0.124114E+02   0.835991E-06   0.124114E+02   0.226775E+02  -0.241535E-06   0.835991E-06  -0.241535E-06   0.400917E-08
  1222   0.918304E+03   0.122509E+02   0.843664E-06   0.122509E+02   0.229004E+02  -0.244795E-06   0.843664E-06  -0.244795E-06   0.400244E-08
  1223   0.913402E+03   0.120714E+02   0.851095E-06   0.120714E+02   0.231228E+02  -0.248014E-06   0.851095E-06  -0.248014E-06   0.399572E-08
  1224   0.908517E+03   0.118730E+02   0.858277E-06   0.118730E+02   0.233448E+02  -0.251189E-06   0.858277E-06  -0.251189E-06   0.398901E-08
  1225   0.903666E+03   0.116559E+02   0.865203E-06   0.116559E+02   0.235661E+02  -0.254321E-06   0.865203E-06  -0.254321E-06   0.398232E-08
  1226   0.898839E+03   0.114203E+02   0.871864E-06   0.114203E+02   0.237866E+02  -0.257409E-06   0.871864E-06  -0.257409E-06   0.397564E-08
  1227   0.894045E+03   0.111662E+02   0.878253E-06   0.111662E+02   0.240063E+02  -0.260451E-06   0.878253E-06  -0.260451E-06   0.396898E-08
  1228   0.889283E+03   0.108941E+02   0.884363E-06   0.108941E+02   0.242251E+02  -0.263448E-06   0.884363E-06  -0.263448E-06   0.396233E-08
  1229   0.884561E+03   0.106040E+02   0.890185E-06   0.106040E+02   0.244429E+02  -0.266398E-06   0.890185E-06  -0.266398E-06   0.395569E-08
  1230   0.879871E+03   0.102960E+02   0.895713E-06   0.102960E+02   0.246597E+02  -0.269301E-06   0.895713E-06  -0.269301E-06   0.394907E-08
  1231   0.875213E+03   0.997038E+01   0.900937E-06   0.997038E+01   0.248751E+02  -0.272155E-06   0.900937E-06  -0.272155E-06   0.394247E-08
  1232   0.870595E+03   0.962741E+01   0.905851E-06   0.962741E+01   0.250894E+02  -0.274960E-06   0.905851E-06  -0.274960E-06   0.393587E-08
  1233   0.866023E+03   0.926711E+01   0.910448E-06   0.926711E+01   0.253021E+02  -0.277716E-06   0.910448E-06  -0.277716E-06   0.392929E-08
  1234   0.861483E+03   0.888982E+01   0.914718E-06   0.888982E+01   0.255134E+02  -0.280421E-06   0.914718E-06  -0.280421E-06   0.392273E-08
  1235   0.856990E+03   0.849560E+01   0.918656E-06   0.849560E+01   0.257230E+02  -0.283075E-06   0.918656E-06  -0.283075E-06   0.391618E-08
  1236   0.852536E+03   0.808474E+01   0.922252E-06   0.808474E+01   0.259310E+02  -0.285677E-06   0.922252E-06  -0.285677E-06   0.390964E-08
  1237   0.848129E+03   0.765743E+01   0.925500E-06   0.765743E+01   0.261371E+02  -0.288226E-06   0.925500E-06  -0.288226E-06   0.390312E-08
  1238   0.843767E+03   0.721396E+01   0.928391E-06   0.721396E+01   0.263414E+02  -0.290722E-06   0.928391E-06  -0.290722E-06   0.389661E-08
  1239   0.839452E+03   0.675454E+01   0.930918E-06   0.675454E+01   0.265437E+02  -0.293164E-06   0.930918E-06  -0.293164E-06   0.389011E-08
  1240   0.835184E+03   0.627944E+01   0.933074E-06   0.627944E+01   0.267438E+02  -0.295550E-06   0.933074E-06  -0.295550E-06   0.388363E-08
  1241   0.830968E+03   0.578894E+01   0.934850E-06   0.578894E+01   0.269418E+02  -0.297880E-06   0.934850E-06  -0.297880E-06   0.387716E-08
  1242   0.826807E+03   0.528333E+01   0.936239E-06   0.528333E+01   0.271376E+02  -0.300154E-06   0.936239E-06  -0.300154E-06   0.387070E-08
  1243   0.822691E+03   0.476282E+01   0.937234E-06   0.476282E+01   0.273309E+02  -0.302371E-06   0.937234E-06  -0.302371E-06   0.386426E-08
  1244   0.818628E+03   0.422760E+01   0.937826E-06   0.422760E+01   0.275219E+02  -0.304530E-06   0.937826E-06  -0.304530E-06   0.385783E-08
  1245   0.814619E+03   0.367809E+01   0.938008E-06   0.367809E+01   0.277102E+02  -0.306629E-06   0.938008E-06  -0.306629E-06   0.385142E-08
  1246   0.810670E+03   0.311453E+01   0.937773E-06   0.311453E+01   0.278960E+02  -0.308669E-06   0.937773E-06  -0.308669E-06   0.384501E-08
  1247   0.806774E+03   0.253719E+01   0.937112E-06   0.253719E+01   0.280790E+02  -0.310649E-06   0.937112E-06  -0.310649E-06   0.383862E-08
  1248   0.802938E+03   0.194636E+01   0.936018E-06   0.194636E+01   0.282592E+02  -0.312567E-06   0.936018E-06  -0.312567E-06   0.383225E-08
  1249   0.799156E+03   0.134232E+01   0.934484E-06   0.134232E+01   0.284364E+02  -0.314424E-06   0.934484E-06  -0.314424E-06   0.382589E-08
  1250   0.795441E+03   0.725387E+00   0.932501E-06   0.725387E+00   0.286107E+02  -0.316218E-06   0.932501E-06  -0.316218E-06   0.381954E-08
  1251   0.791778E+03   0.958809E-01   0.930067E-06   0.958809E-01   0.287820E+02  -0.317949E-06   0.930067E-06  -0.317949E-06   0.381320E-08
  1252   0.788176E+03  -0.545859E+00   0.927198E-06  -0.545859E+00   0.289500E+02  -0.319617E-06   0.927198E-06  -0.319617E-06   0.380688E-08
  1253   0.784640E+03  -0.119951E+01   0.923915E-06  -0.119951E+01   0.291149E+02  -0.321223E-06   0.923915E-06  -0.321223E-06   0.380057E-08
  1254   0.781164E+03  -0.186475E+01   0.920240E-06  -0.186475E+01   0.292766E+02  -0.322768E-06   0.920240E-06  -0.322768E-06   0.379428E-08
  1255   0.777755E+03  -0.254124E+01   0.916193E-06  -0.254124E+01   0.294350E+02  -0.324252E-06   0.916193E-06  -0.324252E-06   0.378799E-08
  1256   0.774411E+03  -0.322868E+01   0.911796E-06  -0.322868E+01   0.295901E+02  -0.325678E-06   0.911796E-06  -0.325678E-06   0.378172E-08
  1257   0.771134E+03  -0.392674E+01   0.907070E-06  -0.392674E+01   0.297417E+02  -0.327044E-06   0.907070E-06  -0.327044E-06   0.377547E-08
  1258   0.767923E+03  -0.463509E+01   0.902035E-06  -0.463509E+01   0.298899E+02  -0.328352E-06   0.902035E-06  -0.328352E-06   0.376922E-08
  1259   0.764771E+03  -0.535341E+01   0.896714E-06  -0.535341E+01   0.300346E+02  -0.329603E-06   0.896714E-06  -0.329603E-06   0.376299E-08
  1260   0.761698E+03  -0.608138E+01   0.891127E-06  -0.608138E+01   0.301758E+02  -0.330798E-06   0.891127E-06  -0.330798E-06   0.375677E-08
  1261   0.758683E+03  -0.681867E+01   0.885296E-06  -0.681867E+01   0.303132E+02  -0.331936E-06   0.885296E-06  -0.331936E-06   0.375057E-08
  1262   0.755741E+03  -0.756497E+01   0.879241E-06  -0.756497E+01   0.304470E+02  -0.333020E-06   0.879241E-06  -0.333020E-06   0.374437E-08
  1263   0.752871E+03  -0.831996E+01   0.872983E-06  -0.831996E+01   0.305770E+02  -0.334050E-06   0.872983E-06  -0.334050E-06   0.373819E-08
  1264   0.750065E+03  -0.908329E+01   0.866545E-06  -0.908329E+01   0.307034E+02  -0.335026E-06   0.866545E-06  -0.335026E-06   0.373203E-08
  1265   0.747331E+03  -0.985461E+01   0.859946E-06  -0.985461E+01   0.308257E+02  -0.335950E-06   0.859946E-06  -0.335950E-06   0.372587E-08
  1266   0.744661E+03  -0.106336E+02   0.853208E-06  -0.106336E+02   0.309442E+02  -0.336822E-06   0.853208E-06  -0.336822E-06   0.371973E-08
  1267   0.742070E+03  -0.114198E+02   0.846353E-06  -0.114198E+02   0.310588E+02  -0.337643E-06   0.846353E-06  -0.337643E-06   0.371360E-08
  1268   0.739550E+03  -0.122129E+02   0.839401E-06  -0.122129E+02   0.311695E+02  -0.338413E-06   0.839401E-06  -0.338413E-06   0.370748E-08
  1269   0.737100E+03  -0.130126E+02   0.832374E-06  -0.130126E+02   0.312761E+02  -0.339134E-06   0.832374E-06  -0.339134E-06   0.370138E-08
  1270   0.734722E+03  -0.138184E+02   0.825292E-06  -0.138184E+02   0.313787E+02  -0.339807E-06   0.825292E-06  -0.339807E-06   0.369529E-08
  1271   0.732413E+03  -0.146301E+02   0.818177E-06  -0.146301E+02   0.314771E+02  -0.340431E-06   0.818177E-06  -0.340431E-06   0.368921E-08
  1272   0.730182E+03  -0.154472E+02   0.811050E-06  -0.154472E+02   0.315715E+02  -0.341008E-06   0.811050E-06  -0.341008E-06   0.368314E-08
  1273   0.728021E+03  -0.162693E+02   0.803932E-06  -0.162693E+02   0.316616E+02  -0.341538E-06   0.803932E-06  -0.341538E-06   0.367709E-08
  1274   0.725929E+03  -0.170962E+02   0.796844E-06  -0.170962E+02   0.317476E+02  -0.342023E-06   0.796844E-06  -0.342023E-06   0.367105E-08
  1275   0.723913E+03  -0.179274E+02   0.789807E-06  -0.179274E+02   0.318294E+02  -0.342463E-06   0.789807E-06  -0.342463E-06   0.366502E-08
  1276   0.721971E+03  -0.187625E+02   0.782843E-06  -0.187625E+02   0.319069E+02  -0.342859E-06   0.782843E-06  -0.342859E-06   0.365900E-08
  1277   0.720102E+03  -0.196012E+02   0.775973E-06  -0.196012E+02   0.319802E+02  -0.343212E-06   0.775973E-06  -0.343212E-06   0.365299E-08
  1278   0.718306E+03  -0.204431E+02   0.769217E-06  -0.204431E+02   0.320491E+02  -0.343522E-06   0.769217E-06  -0.343522E-06   0.364700E-08
  1279   0.716583E+03  -0.212879E+02   0.762598E-06  -0.212879E+02   0.321137E+02  -0.343790E-06   0.762598E-06  -0.343790E-06   0.364102E-08
  1280   0.714933E+03  -0.221350E+02   0.756135E-06  -0.221350E+02   0.321739E+02  -0.344018E-06   0.756135E-06  -0.344018E-06   0.363505E-08
  1281   0.713357E+03  -0.229843E+02   0.749850E-06  -0.229843E+02   0.322297E+02  -0.344205E-06   0.749850E-06  -0.344205E-06   0.362910E-08
  1282   0.711854E+03  -0.238353E+02   0.743765E-06  -0.238353E+02   0.322810E+02  -0.344352E-06   0.743765E-06  -0.344352E-06   0.362315E-08
  1283   0.710423E+03  -0.246876E+02   0.737901E-06  -0.246876E+02   0.323280E+02  -0.344461E-06   0.737901E-06  -0.344461E-06   0.361722E-08
  1284   0.709065E+03  -0.255408E+02   0.732277E-06  -0.255408E+02   0.323704E+02  -0.344532E-06   0.732277E-06  -0.344532E-06   0.361130E-08
  1285   0.707780E+03  -0.263946E+02   0.726917E-06  -0.263946E+02   0.324082E+02  -0.344566E-06   0.726917E-06  -0.344566E-06   0.360539E-08
  1286   0.706568E+03  -0.272486E+02   0.721841E-06  -0.272486E+02   0.324416E+02  -0.344563E-06   0.721841E-06  -0.344563E-06   0.359949E-08
  1287   0.705427E+03  -0.281023E+02   0.717069E-06  -0.281023E+02   0.324705E+02  -0.344525E-06   0.717069E-06  -0.344525E-06   0.359361E-08
  1288   0.704359E+03  -0.289554E+02   0.712624E-06  -0.289554E+02   0.324948E+02  -0.344452E-06   0.712624E-06  -0.344452E-06   0.358774E-08
  1289   0.703361E+03  -0.298075E+02   0.708526E-06  -0.298075E+02   0.325146E+02  -0.344345E-06   0.708526E-06  -0.344345E-06   0.358188E-08
  1290   0.702437E+03  -0.306582E+02   0.704796E-06  -0.306582E+02   0.325299E+02  -0.344204E-06   0.704796E-06  -0.344204E-06   0.357603E-08
  1291   0.701583E+03  -0.315071E+02   0.701456E-06  -0.315071E+02   0.325406E+02  -0.344031E-06   0.701456E-06  -0.344031E-06   0.357019E-08
  1292   0.700800E+03  -0.323539E+02   0.698527E-06  -0.323539E+02   0.325469E+02  -0.343827E-06   0.698527E-06  -0.343827E-06   0.356436E-08
  1293   0.700087E+03  -0.331980E+02   0.696030E-06  -0.331980E+02   0.325487E+02  -0.343591E-06   0.696030E-06  -0.343591E-06   0.355855E-08
  1294   0.699446E+03  -0.340393E+02   0.693986E-06  -0.340393E+02   0.325459E+02  -0.343325E-06   0.693986E-06  -0.343325E-06   0.355275E-08
  1295   0.698873E+03  -0.348772E+02   0.692415E-06  -0.348772E+02   0.325387E+02  -0.343030E-06   0.692415E-06  -0.343030E-06   0.354696E-08
  1296   0.698369E+03  -0.357114E+02   0.691340E-06  -0.357114E+02   0.325269E+02  -0.342706E-06   0.691340E-06  -0.342706E-06   0.354118E-08
  1297   0.697934E+03  -0.365416E+02   0.690782E-06  -0.365416E+02   0.325106E+02  -0.342354E-06   0.690782E-06  -0.342354E-06   0.353541E-08
  1298   0.697567E+03  -0.373673E+02   0.690761E-06  -0.373673E+02   0.324898E+02  -0.341975E-06   0.690761E-06  -0.341975E-06   0.352966E-08
  1299   0.697267E+03  -0.381883E+02   0.691299E-06  -0.381883E+02   0.324644E+02  -0.341570E-06   0.691299E-06  -0.341570E-06   0.352391E-08
  1300   0.697034E+03  -0.390041E+02   0.692416E-06  -0.390041E+02   0.324346E+02  -0.341139E-06   0.692416E-06  -0.341139E-06   0.351818E-08
  1301   0.696867E+03  -0.398144E+02   0.694127E-06  -0.398144E+02   0.324002E+02  -0.340684E-06   0.694127E-06  -0.340684E-06   0.351246E-08
  1302   0.696766E+03  -0.406188E+02   0.696410E-06  -0.406188E+02   0.323615E+02  -0.340203E-06   0.696410E-06  -0.340203E-06   0.350675E-08
  1303   0.696729E+03  -0.414172E+02   0.699238E-06  -0.414172E+02   0.323183E+02  -0.339697E-06   0.699238E-06  -0.339697E-06   0.350105E-08
  1304   0.696756E+03  -0.422090E+02   0.702583E-06  -0.422090E+02   0.322706E+02  -0.339166E-06   0.702583E-06  -0.339166E-06   0.349536E-08
  1305   0.696848E+03  -0.429941E+02   0.706417E-06  -0.429941E+02   0.322187E+02  -0.338609E-06   0.706417E-06  -0.338609E-06   0.348968E-08
  1306   0.697002E+03  -0.437720E+02   0.710712E-06  -0.437720E+02   0.321623E+02  -0.338026E-06   0.710712E-06  -0.338026E-06   0.348402E-08
  1307   0.697218E+03  -0.445426E+02   0.715439E-06  -0.445426E+02   0.321016E+02  -0.337417E-06   0.715439E-06  -0.337417E-06   0.347836E-08
  1308   0.697496E+03  -0.453056E+02   0.720571E-06  -0.453056E+02   0.320367E+02  -0.336781E-06   0.720571E-06  -0.336781E-06   0.347272E-08
  1309   0.697835E+03  -0.460606E+02   0.726080E-06  -0.460606E+02   0.319674E+02  -0.336119E-06   0.726080E-06  -0.336119E-06   0.346709E-08
  1310   0.698234E+03  -0.468072E+02   0.731937E-06  -0.468072E+02   0.318938E+02  -0.335430E-06   0.731937E-06  -0.335430E-06   0.346147E-08
  1311   0.698691E+03  -0.475453E+02   0.738115E-06  -0.475453E+02   0.318160E+02  -0.334715E-06   0.738115E-06  -0.334715E-06   0.345586E-08
  1312   0.699207E+03  -0.482745E+02   0.744585E-06  -0.482745E+02   0.317340E+02  -0.333971E-06   0.744585E-06  -0.333971E-06   0.345026E-08
  1313   0.699781E+03  -0.489945E+02   0.751320E-06  -0.489945E+02   0.316478E+02  -0.333201E-06   0.751320E-06  -0.333201E-06   0.344467E-08
  1314   0.700410E+03  -0.497052E+02   0.758291E-06  -0.497052E+02   0.315575E+02  -0.332403E-06   0.758291E-06  -0.332403E-06   0.343910E-08
  1315   0.701095E+03  -0.504060E+02   0.765470E-06  -0.504060E+02   0.314631E+02  -0.331577E-06   0.765470E-06  -0.331577E-06   0.343353E-08
  1316   0.701835E+03  -0.510969E+02   0.772830E-06  -0.510969E+02   0.313646E+02  -0.330722E-06   0.772830E-06  -0.330722E-06   0.342798E-08
  1317   0.702629E+03  -0.517776E+02   0.780342E-06  -0.517776E+02   0.312622E+02  -0.329840E-06   0.780342E-06  -0.329840E-06   0.342243E-08
  1318   0.703475E+03  -0.524477E+02   0.787978E-06  -0.524477E+02   0.311558E+02  -0.328928E-06   0.787978E-06  -0.328928E-06   0.341690E-08
  1319   0.704373E+03  -0.531071E+02   0.795710E-06  -0.531071E+02   0.310457E+02  -0.327988E-06   0.795710E-06  -0.327988E-06   0.341138E-08
  1320   0.705321E+03  -0.537555E+02   0.803510E-06  -0.537555E+02   0.309317E+02  -0.327019E-06   0.803510E-06  -0.327019E-06   0.340587E-08
  1321   0.706320E+03  -0.543926E+02   0.811351E-06  -0.543926E+02   0.308140E+02  -0.326021E-06   0.811351E-06  -0.326021E-06   0.340037E-08
  1322   0.707368E+03  -0.550183E+02   0.819203E-06  -0.550183E+02   0.306926E+02  -0.324993E-06   0.819203E-06  -0.324993E-06   0.339488E-08
  1323   0.708463E+03  -0.556321E+02   0.827039E-06  -0.556321E+02   0.305676E+02  -0.323936E-06   0.827039E-06  -0.323936E-06   0.338940E-08
  1324   0.709605E+03  -0.562340E+02   0.834832E-06  -0.562340E+02   0.304390E+02  -0.322848E-06   0.834832E-06  -0.322848E-06   0.338393E-08
  1325   0.710791E+03  -0.568236E+02   0.842552E-06  -0.568236E+02   0.303067E+02  -0.321731E-06   0.842552E-06  -0.321731E-06   0.337847E-08
  1326   0.712022E+03  -0.574008E+02   0.850172E-06  -0.574008E+02   0.301710E+02  -0.320583E-06   0.850172E-06  -0.320583E-06   0.337303E-08
  1327   0.713297E+03  -0.579653E+02   0.857664E-06  -0.579653E+02   0.300319E+02  -0.319404E-06   0.857664E-06  -0.319404E-06   0.336759E-08
  1328   0.714613E+03  -0.585168E+02   0.864999E-06  -0.585168E+02   0.298893E+02  -0.318195E-06   0.864999E-06  -0.318195E-06   0.336216E-08
  1329   0.715969E+03  -0.590552E+02   0.872151E-06  -0.590552E+02   0.297434E+02  -0.316954E-06   0.872151E-06  -0.316954E-06   0.335675E-08
  1330   0.717366E+03  -0.595804E+02   0.879089E-06  -0.595804E+02   0.295942E+02  -0.315682E-06   0.879089E-06  -0.315682E-06   0.335134E-08
  1331   0.718800E+03  -0.600920E+02   0.885788E-06  -0.600920E+02   0.294419E+02  -0.314379E-06   0.885788E-06  -0.314379E-06   0.334595E-08
  1332   0.720271E+03  -0.605899E+02   0.892218E-06  -0.605899E+02   0.292863E+02  -0.313044E-06   0.892218E-06  -0.313044E-06   0.334057E-08
  1333   0.721778E+03  -0.610739E+02   0.898351E-06  -0.610739E+02   0.291277E+02  -0.311677E-06   0.898351E-06  -0.311677E-06   0.333519E-08
  1334   0.723320E+03  -0.615438E+02   0.904160E-06  -0.615438E+02   0.289662E+02  -0.310278E-06   0.904160E-06  -0.310278E-06   0.332983E-08
  1335   0.724894E+03  -0.619993E+02   0.909617E-06  -0.619993E+02   0.288016E+02  -0.308847E-06   0.909617E-06  -0.308847E-06   0.332448E-08
  1336   0.726500E+03  -0.624404E+02   0.914693E-06  -0.624404E+02   0.286342E+02  -0.307383E-06   0.914693E-06  -0.307383E-06   0.331913E-08
  1337   0.728137E+03  -0.628670E+02   0.919360E-06  -0.628670E+02   0.284640E+02  -0.305886E-06   0.919360E-06  -0.305886E-06   0.331380E-08
  1338   0.729803E+03  -0.632787E+02   0.923590E-06  -0.632787E+02   0.282912E+02  -0.304356E-06   0.923590E-06  -0.304356E-06   0.330848E-08
  1339   0.731497E+03  -0.636755E+02   0.927356E-06  -0.636755E+02   0.281156E+02  -0.302793E-06   0.927356E-06  -0.302793E-06   0.330317E-08
  1340   0.733217E+03  -0.640573E+02   0.930628E-06  -0.640573E+02   0.279375E+02  -0.301196E-06   0.930628E-06  -0.301196E-06   0.329787E-08
  1341   0.734963E+03  -0.644238E+02   0.933380E-06  -0.644238E+02   0.277568E+02  -0.299565E-06   0.933380E-06  -0.299565E-06   0.329258E-08
  1342   0.736732E+03  -0.647748E+02   0.935583E-06  -0.647748E+02   0.275738E+02  -0.297901E-06   0.935583E-06  -0.297901E-06   0.328730E-08
  1343   0.738524E+03  -0.651105E+02   0.937209E-06  -0.651105E+02   0.273883E+02  -0.296202E-06   0.937209E-06  -0.296202E-06   0.328202E-08
  1344   0.740336E+03  -0.654304E+02   0.938230E-06  -0.654304E+02   0.272006E+02  -0.294469E-06   0.938230E-06  -0.294469E-06   0.327676E-08
  1345   0.742167E+03  -0.657345E+02   0.938618E-06  -0.657345E+02   0.270106E+02  -0.292702E-06   0.938618E-06  -0.292702E-06   0.327151E-08
  1346   0.744017E+03  -0.660226E+02   0.938345E-06  -0.660226E+02   0.268185E+02  -0.290899E-06   0.938345E-06  -0.290899E-06   0.326627E-08
  1347   0.745883E+03  -0.662948E+02   0.937383E-06  -0.662948E+02   0.266243E+02  -0.289061E-06   0.937383E-06  -0.289061E-06   0.326104E-08
  1348   0.747764E+03  -0.665507E+02   0.935704E-06  -0.665507E+02   0.264281E+02  -0.287188E-06   0.935704E-06  -0.287188E-06   0.325582E-08
  1349   0.749659E+03  -0.667903E+02   0.933279E-06  -0.667903E+02   0.262300E+02  -0.285280E-06   0.933279E-06  -0.285280E-06   0.325061E-08
  1350   0.751566E+03  -0.670137E+02   0.930081E-06  -0.670137E+02   0.260301E+02  -0.283336E-06   0.930081E-06  -0.283336E-06   0.324541E-08
  1351   0.753484E+03  -0.672207E+02   0.926096E-06  -0.672207E+02   0.258284E+02  -0.281356E-06   0.926096E-06  -0.281356E-06   0.324022E-08
  1352   0.755412E+03  -0.674113E+02   0.921363E-06  -0.674113E+02   0.256251E+02  -0.279341E-06   0.921363E-06  -0.279341E-06   0.323504E-08
